node,scale,throughput,load,collision,lost
1,0.0076,26352.869,344568.61,46.590909,0
2,0.0076,114943.55,344568.61,90.062112,0
3,0.0076,147771.37,344568.61,82.442748,0
4,0.0076,72007.792,344568.61,73.387097,0
5,0.0076,104788.43,344568.61,97.540984,0
6,0.0076,104649.17,344568.61,83.870968,0
7,0.0076,65193.479,344568.61,33.846154,0
8,0.0076,113412.88,344568.61,91.712707,0
9,0.0076,210664.15,344568.61,90.229885,0
0,0.0076,74952.605,344568.61,42.708333,0
1,0.0076,79067.855,344568.61,51.162791,0
2,0.0076,115242.39,344568.61,88.888889,0
3,0.0076,146040.81,344568.61,75.968992,0
4,0.0076,51956.662,344568.61,70,0
5,0.0076,86880.548,344568.61,95.35865,0
6,0.0076,148464.29,344568.61,79.354839,0
7,0.0076,142204.06,344568.61,55.172414,0
8,0.0076,134478.84,344568.61,89.847716,0
9,0.0076,167515.97,344568.61,86.979167,0
0,0.0076,97285.809,344568.61,58.139535,0
1,0.0076,28113.339,344568.61,61.111111,0
2,0.0076,106001.04,344568.61,92.405063,0
3,0.0076,110441.14,344568.61,83.098592,0
4,0.0076,33071.188,344568.61,78.26087,0
5,0.0076,108747.77,344568.61,94.339623,0
6,0.0076,100497.15,344568.61,85.034014,0
7,0.0076,153065.17,344568.61,56.097561,0
8,0.0076,179518.64,344568.61,92.982456,0
9,0.0076,153041.43,344568.61,95.108696,0
0,0.0076,128763.86,344568.61,47.297297,0
1,0.0076,49788.27,344568.61,48.235294,0
2,0.0076,77127.136,344568.61,89.784946,0
3,0.0076,93577.218,344568.61,72.142857,0
4,0.0076,79310.88,344568.61,81.343284,0
5,0.0076,132576.38,344568.61,96.774194,0
6,0.0076,132170.26,344568.61,84.285714,0
7,0.0076,93881.478,344568.61,50,0
8,0.0076,117046.54,344568.61,90.721649,0
9,0.0076,135201.5,344568.61,87.958115,0
0,0.0076,55406.956,344568.61,47.368421,0
1,0.0076,50972.365,344568.61,55.670103,0
2,0.0076,97589.509,344568.61,91.578947,0
3,0.0076,138255.42,344568.61,75.18797,0
4,0.0076,63059.346,344568.61,84.076433,0
5,0.0076,132907.34,344568.61,91.967871,0
6,0.0076,131611.79,344568.61,69.343066,0
7,0.0076,94431.465,344568.61,41.176471,0
8,0.0076,147772.49,344568.61,86.740331,0
9,0.0076,182759.51,344568.61,84.269663,0
0,0.0076,86371.813,344568.61,77.52809,0
1,0.0076,24136.723,344568.61,61.904762,0
2,0.0076,60999.582,344568.61,95.238095,0
3,0.0076,102385.9,344568.61,87.857143,0
4,0.0076,59731.802,344568.61,86.131387,0
5,0.0076,131538.5,344568.61,95.979899,0
6,0.0076,97442.6,344568.61,77.61194,0
7,0.0076,111333.54,344568.61,50.617284,0
8,0.0076,231337.22,344568.61,92.5,0
9,0.0076,118451.86,344568.61,91.061453,0
0,0.0076,120189.02,344568.61,54.444444,0
1,0.0076,16181.875,344568.61,46.511628,0
2,0.0076,99508.054,344568.61,87.719298,0
3,0.0076,83583.201,344568.61,78.947368,0
4,0.0076,65990.873,344568.61,78.813559,0
5,0.0076,114649.19,344568.61,96.774194,0
6,0.0076,133450.75,344568.61,77.51938,0
7,0.0076,87010.727,344568.61,52.439024,0
8,0.0076,181420.26,344568.61,93.258427,0
9,0.0076,148613.79,344568.61,93.023256,0
0,0.0076,114569.39,344568.61,50.588235,0
1,0.0076,26475.408,344568.61,38.461538,0
2,0.0076,92690.269,344568.61,89.265537,0
3,0.0076,144546.5,344568.61,77.862595,0
4,0.0076,55741.061,344568.61,78.030303,0
5,0.0076,115329.55,344568.61,93.665158,0
6,0.0076,130303.38,344568.61,79.562044,0
7,0.0076,105738.62,344568.61,57.647059,0
8,0.0076,112031.34,344568.61,91.428571,0
9,0.0076,90518.235,344568.61,94.736842,0
0,0.0076,80041.07,344568.61,46.575342,0
1,0.0076,42540.909,344568.61,49.315068,0
2,0.0076,103376.45,344568.61,91.719745,0
3,0.0076,90598.508,344568.61,79.83871,0
4,0.0076,83300.627,344568.61,81.512605,0
5,0.0076,133154.8,344568.61,97.787611,0
6,0.0076,127321.25,344568.61,82.307692,0
7,0.0076,94864.521,344568.61,54.545455,0
8,0.0076,131616.95,344568.61,92.857143,0
9,0.0076,167287.92,344568.61,94.736842,0
0,0.0076,90369.734,344568.61,48.611111,0
1,0.0076,45002.159,344568.61,47.126437,0
2,0.0076,86841.653,344568.61,90.340909,0
3,0.0076,90100.165,344568.61,72.857143,0
4,0.0076,87948.215,344568.61,77.777778,0
5,0.0076,125557.31,344568.61,97.183099,0
6,0.0076,116153.02,344568.61,83.846154,0
7,0.0076,112626.3,344568.61,47.5,0
8,0.0076,153500.24,344568.61,90.909091,0
9,0.0076,132564.02,344568.61,87.078652,0
0,0.0076,97070.489,344568.61,50,0
1,0.0076,55441.649,344568.61,42.465753,0
2,0.0076,105534.57,344568.61,89.221557,0
3,0.0076,127268.71,344568.61,72.033898,0
4,0.0076,99697.526,344568.61,76,0
5,0.0076,125033.18,344568.61,95.495495,0
6,0.0076,160490.06,344568.61,81.679389,0
7,0.0076,46609.024,344568.61,56.976744,0
8,0.0076,111909.83,344568.61,89.830508,0
9,0.0076,157399.57,344568.61,88.829787,0
0,0.0076,43555.339,344568.61,51.948052,0
1,0.0076,65559.15,344568.61,61.176471,0
2,0.0076,63184.936,344568.61,93.714286,0
3,0.0076,111069.26,344568.61,81.967213,0
4,0.0076,61050.708,344568.61,67.768595,0
5,0.0076,133748.57,344568.61,96.601942,0
6,0.0076,191026.59,344568.61,79.831933,0
7,0.0076,83658.722,344568.61,51.724138,0
8,0.0076,116905.54,344568.61,90.697674,0
9,0.0076,136125.8,344568.61,93.063584,0
0,0.0076,86844.508,344568.61,53.246753,0
1,0.0076,37409.915,344568.61,60,0
2,0.0076,72713.359,344568.61,88.235294,0
3,0.0076,82065.628,344568.61,85.15625,0
4,0.0076,36316.745,344568.61,70.689655,0
5,0.0076,86792.91,344568.61,95.522388,0
6,0.0076,174742.57,344568.61,71.568627,0
7,0.0076,78368.61,344568.61,42.857143,0
8,0.0076,202588.87,344568.61,84.027778,0
9,0.0076,169947.15,344568.61,95.135135,0
0,0.0076,60280.255,344568.61,48.192771,0
1,0.0076,24711.652,344568.61,52.5,0
2,0.0076,90247.855,344568.61,94.117647,0
3,0.0076,146766.77,344568.61,71.818182,0
4,0.0076,79989.821,344568.61,88.059701,0
5,0.0076,122685.5,344568.61,98.190045,0
6,0.0076,93907.425,344568.61,77.697842,0
7,0.0076,123616.7,344568.61,46.268657,0
8,0.0076,149039.42,344568.61,91.860465,0
9,0.0076,158411.22,344568.61,91.082803,0
0,0.0076,55366.406,344568.61,53.763441,0
1,0.0076,35686.639,344568.61,55.913978,0
2,0.0076,85962.566,344568.61,86.666667,0
3,0.0076,104541.86,344568.61,71.538462,0
4,0.0076,69187.08,344568.61,81.6,0
5,0.0076,96738.311,344568.61,99.115044,0
6,0.0076,142358.53,344568.61,83.333333,0
7,0.0076,101442.01,344568.61,55.555556,0
8,0.0076,126422.12,344568.61,90.960452,0
9,0.0076,258318.96,344568.61,92.258065,0
0,0.0076,52534.704,344568.61,57,0
1,0.0076,33456.323,344568.61,64.444444,0
2,0.0076,98010.556,344568.61,92.771084,0
3,0.0076,115978.5,344568.61,81.021898,0
4,0.0076,50916.834,344568.61,74.796748,0
5,0.0076,106772.68,344568.61,96.347032,0
6,0.0076,150335.01,344568.61,76.377953,0
7,0.0076,97817.748,344568.61,46.25,0
8,0.0076,157221.8,344568.61,87.573964,0
9,0.0076,181387.24,344568.61,90.860215,0
0,0.0076,85519.525,344568.61,50,0
1,0.0076,90847.309,344568.61,50.588235,0
2,0.0076,87299.889,344568.61,86.470588,0
3,0.0076,85986.117,344568.61,73.484848,0
4,0.0076,94287.075,344568.61,74.015748,0
5,0.0076,121702.29,344568.61,94.930876,0
6,0.0076,115999.73,344568.61,80.41958,0
7,0.0076,108094.69,344568.61,50.588235,0
8,0.0076,148648.44,344568.61,91.758242,0
9,0.0076,157541.21,344568.61,84.482759,0
0,0.0076,118702.34,344568.61,46.511628,0
1,0.0076,42765.666,344568.61,43.421053,0
2,0.0076,78245.907,344568.61,90.17341,0
3,0.0076,131805,344568.61,81.118881,0
4,0.0076,72472.453,344568.61,80.952381,0
5,0.0076,111252.68,344568.61,94.444444,0
6,0.0076,138007.95,344568.61,68.939394,0
7,0.0076,92270.59,344568.61,49.438202,0
8,0.0076,171069.42,344568.61,85.310734,0
9,0.0076,157022.5,344568.61,93.269231,0
0,0.0076,103794.58,344568.61,61.333333,0
1,0.0076,48394.896,344568.61,67.857143,0
2,0.0076,160488.67,344568.61,99.39759,0
3,0.0076,73528.646,344568.61,83.064516,0
4,0.0076,34550.532,344568.61,93.89313,0
5,0.0076,75494.636,344568.61,99.02439,0
6,0.0076,98036.157,344568.61,85.087719,0
7,0.0076,93049.553,344568.61,67.088608,0
8,0.0076,131960.49,344568.61,96.621622,0
9,0.0076,148924.41,344568.61,92.899408,0
0,0.0076,89972.813,344568.61,70.731707,0
1,0.0076,58533.66,344568.61,63.013699,0
2,0.0076,152391.27,344568.61,92.805755,0
3,0.0076,102003.81,344568.61,88.617886,0
4,0.0076,55354.204,344568.61,77.876106,0
5,0.0076,102799.98,344568.61,99.009901,0
6,0.0076,99092.656,344568.61,78.04878,0
7,0.0076,81883.755,344568.61,56.716418,0
8,0.0076,116579.26,344568.61,89.308176,0
9,0.0076,164881.39,344568.61,96.551724,0
0,0.0076,98704.29,344568.61,60.714286,0
1,0.0076,31093.873,344568.61,64.130435,0
2,0.0076,92718.046,344568.61,89.506173,0
3,0.0076,92523.188,344568.61,81.884058,0
4,0.0076,68536.977,344568.61,84.090909,0
5,0.0076,110238.52,344568.61,96.728972,0
6,0.0076,101048.56,344568.61,83.464567,0
7,0.0076,71697.465,344568.61,50.684932,0
8,0.0076,141588.23,344568.61,92.814371,0
9,0.0076,132502.48,344568.61,95.027624,0
0,0.0076,125206.95,344568.61,46.73913,0
1,0.0076,31052.581,344568.61,45.783133,0
2,0.0076,113585.56,344568.61,88.554217,0
3,0.0076,122702.53,344568.61,75.93985,0
4,0.0076,43196.013,344568.61,73.553719,0
5,0.0076,96395.2,344568.61,96.052632,0
6,0.0076,137846.77,344568.61,79.527559,0
7,0.0076,67434.694,344568.61,35,0
8,0.0076,138569.41,344568.61,91.573034,0
9,0.0076,156692.93,344568.61,87.292818,0
0,0.0076,110460.04,344568.61,60,0
1,0.0076,35308.323,344568.61,54.081633,0
2,0.0076,107830.39,344568.61,85.483871,0
3,0.0076,100274.87,344568.61,79.054054,0
4,0.0076,71187.713,344568.61,68.595041,0
5,0.0076,82178.67,344568.61,97.297297,0
6,0.0076,124369.04,344568.61,68.253968,0
7,0.0076,94012.676,344568.61,43.478261,0
8,0.0076,149281.24,344568.61,87.00565,0
9,0.0076,195894.27,344568.61,90.710383,0
0,0.0076,93224.475,344568.61,48.913043,0
1,0.0076,54812.729,344568.61,55.555556,0
2,0.0076,71546.573,344568.61,82.035928,0
3,0.0076,136691.01,344568.61,80.851064,0
4,0.0076,68930.821,344568.61,74.015748,0
5,0.0076,122616.97,344568.61,90.825688,0
6,0.0076,109319.98,344568.61,74.264706,0
7,0.0076,172874.2,344568.61,51.807229,0
8,0.0076,183926.87,344568.61,91.017964,0
9,0.0076,141126.8,344568.61,87.628866,0
0,0.0076,104706.06,344568.61,48.93617,0
1,0.0076,56575.321,344568.61,54.545455,0
2,0.0076,130923.79,344568.61,88.700565,0
3,0.0076,132224.29,344568.61,76.027397,0
4,0.0076,78064.759,344568.61,78.873239,0
5,0.0076,100604.12,344568.61,95.670996,0
6,0.0076,132951.09,344568.61,80.916031,0
7,0.0076,56827.156,344568.61,48.275862,0
8,0.0076,133462.67,344568.61,87.283237,0
9,0.0076,175046.11,344568.61,90.425532,0
0,0.0076,108213.53,344568.61,43.678161,0
1,0.0076,27569.495,344568.61,54.945055,0
2,0.0076,121043.13,344568.61,93.442623,0
3,0.0076,109905.85,344568.61,74.074074,0
4,0.0076,62894.19,344568.61,75.757576,0
5,0.0076,95141.707,344568.61,97.209302,0
6,0.0076,133781.69,344568.61,78.125,0
7,0.0076,86418.482,344568.61,56.701031,0
8,0.0076,124490.88,344568.61,91.428571,0
9,0.0076,138666.12,344568.61,85.714286,0
0,0.0076,114485.52,344568.61,54.794521,0
1,0.0076,11787.933,344568.61,42.352941,0
2,0.0076,71866.153,344568.61,95.266272,0
3,0.0076,101564.56,344568.61,85.820896,0
4,0.0076,32219.449,344568.61,81.679389,0
5,0.0076,160757.28,344568.61,96.236559,0
6,0.0076,149769.95,344568.61,85.15625,0
7,0.0076,130999.07,344568.61,63.218391,0
8,0.0076,140402.62,344568.61,92.638037,0
9,0.0076,111767.89,344568.61,96.132597,0
0,0.0076,105807.8,344568.61,55.681818,0
1,0.0076,59075.696,344568.61,56.756757,0
2,0.0076,99537.387,344568.61,89.655172,0
3,0.0076,135658.98,344568.61,73.913043,0
4,0.0076,74496.484,344568.61,72.131148,0
5,0.0076,67173.621,344568.61,97.48954,0
6,0.0076,121966.69,344568.61,76.335878,0
7,0.0076,96210.766,344568.61,61.111111,0
8,0.0076,140132.54,344568.61,88.947368,0
9,0.0076,158197.42,344568.61,89.88764,0
0,0.0076,60720.614,344568.61,59.74026,0
1,0.0076,36364.922,344568.61,73.333333,0
2,0.0076,97161.815,344568.61,96.428571,0
3,0.0076,49878.911,344568.61,85.9375,0
4,0.0076,45806.544,344568.61,87.931034,0
5,0.0076,82545.027,344568.61,98.557692,0
6,0.0076,125011.02,344568.61,85.714286,0
7,0.0076,60800.907,344568.61,50.649351,0
8,0.0076,133811.28,344568.61,95.180723,0
9,0.0076,239919.96,344568.61,96.273292,0
0,0.0076,64067.019,344568.61,58.333333,0
1,0.0076,34161.467,344568.61,42.528736,0
2,0.0076,129693.2,344568.61,91.616766,0
3,0.0076,105121.14,344568.61,78.787879,0
4,0.0076,64536.1,344568.61,68.965517,0
5,0.0076,97165.004,344568.61,98.253275,0
6,0.0076,144258.75,344568.61,80.645161,0
7,0.0076,90164.415,344568.61,52.325581,0
8,0.0076,110835.77,344568.61,92.896175,0
9,0.0076,190953.73,344568.61,91.907514,0
0,0.0076,86901.304,344568.61,61.445783,0
1,0.0076,24166.669,344568.61,56.976744,0
2,0.0076,114017.84,344568.61,95.541401,0
3,0.0076,86410.788,344568.61,82.706767,0
4,0.0076,50631.158,344568.61,84.166667,0
5,0.0076,102697.58,344568.61,96.391753,0
6,0.0076,106303.53,344568.61,84.40367,0
7,0.0076,46306.977,344568.61,49.315068,0
8,0.0076,160560.78,344568.61,95.483871,0
9,0.0076,154909.9,344568.61,96.428571,0
0,0.0076,117193.48,344568.61,63.043478,0
1,0.0076,51313.626,344568.61,60.43956,0
2,0.0076,94792.671,344568.61,94.186047,0
3,0.0076,99992.514,344568.61,79.710145,0
4,0.0076,69173.816,344568.61,77.272727,0
5,0.0076,95134.727,344568.61,96.803653,0
6,0.0076,140497.31,344568.61,87.313433,0
7,0.0076,55479.244,344568.61,53.488372,0
8,0.0076,154389.98,344568.61,90.751445,0
9,0.0076,197852.77,344568.61,93.478261,0
0,0.0076,74409.566,344568.61,55.434783,0
1,0.0076,65973.762,344568.61,56.179775,0
2,0.0076,115993.18,344568.61,90.909091,0
3,0.0076,109088.41,344568.61,84.444444,0
4,0.0076,60151.861,344568.61,83.206107,0
5,0.0076,97543.218,344568.61,99.029126,0
6,0.0076,148803.96,344568.61,76.666667,0
7,0.0076,97864.66,344568.61,45.121951,0
8,0.0076,153997.04,344568.61,88.590604,0
9,0.0076,179272.06,344568.61,94.736842,0
0,0.0076,125035.21,344568.61,43.661972,0
1,0.0076,42520.041,344568.61,54.411765,0
2,0.0076,127435.08,344568.61,89.440994,0
3,0.0076,110184.15,344568.61,80.555556,0
4,0.0076,65643.48,344568.61,83.2,0
5,0.0076,57770.12,344568.61,98.130841,0
6,0.0076,132919.15,344568.61,87.323944,0
7,0.0076,72637.182,344568.61,55.421687,0
8,0.0076,67817.659,344568.61,92.346939,0
9,0.0076,145274.36,344568.61,91.082803,0
0,0.0076,71760.98,344568.61,60.465116,0
1,0.0076,35530.539,344568.61,48.051948,0
2,0.0076,71434.551,344568.61,90.643275,0
3,0.0076,120522,344568.61,81.73913,0
4,0.0076,92762.843,344568.61,84.552846,0
5,0.0076,104352.92,344568.61,99.095023,0
6,0.0076,129379.61,344568.61,85.714286,0
7,0.0076,75928.485,344568.61,67.088608,0
8,0.0076,125596.85,344568.61,91.712707,0
9,0.0076,160079.87,344568.61,93.209877,0
0,0.0076,96011.099,344568.61,52.325581,0
1,0.0076,35098.496,344568.61,45.454545,0
2,0.0076,59122.77,344568.61,93.650794,0
3,0.0076,113351.14,344568.61,71.428571,0
4,0.0076,106613.37,344568.61,85.123967,0
5,0.0076,84078.425,344568.61,98.181818,0
6,0.0076,117050.31,344568.61,81.746032,0
7,0.0076,119355.59,344568.61,65,0
8,0.0076,147405.93,344568.61,94.475138,0
9,0.0076,201260.76,344568.61,88.819876,0
0,0.0076,104691.23,344568.61,62.921348,0
1,0.0076,29891.932,344568.61,54.022989,0
2,0.0076,89893.403,344568.61,93.209877,0
3,0.0076,107602.45,344568.61,80.30303,0
4,0.0076,41558.823,344568.61,73.94958,0
5,0.0076,136774.52,344568.61,98.173516,0
6,0.0076,108227.87,344568.61,74.193548,0
7,0.0076,85552.424,344568.61,55.128205,0
8,0.0076,147339.67,344568.61,93.081761,0
9,0.0076,148214.14,344568.61,93.75,0
0,0.0083,100684.41,315508.61,31.111111,0
1,0.0083,72787.877,315508.61,45.977011,0
2,0.0083,127333.36,315508.61,86.746988,0
3,0.0083,128651.27,315508.61,65.04065,0
4,0.0083,76280.53,315508.61,77.464789,0
5,0.0083,120961.92,315508.61,94.285714,0
6,0.0083,97314.734,315508.61,81.818182,0
7,0.0083,57959.184,315508.61,42.682927,0
8,0.0083,117231.06,315508.61,91.237113,0
9,0.0083,160984.84,315508.61,87.362637,0
0,0.0083,93717.803,315508.61,50,0
1,0.0083,45753.696,315508.61,51.724138,0
2,0.0083,93126.636,315508.61,86.781609,0
3,0.0083,119637.52,315508.61,74.264706,0
4,0.0083,70070.351,315508.61,74.045802,0
5,0.0083,94474.919,315508.61,97.391304,0
6,0.0083,95821.755,315508.61,74.342105,0
7,0.0083,106041.78,315508.61,45.679012,0
8,0.0083,170952.02,315508.61,89.162562,0
9,0.0083,177917.64,315508.61,92.896175,0
0,0.0083,161048.17,315508.61,60,0
1,0.0083,17833.939,315508.61,41.428571,0
2,0.0083,128066.15,315508.61,89.880952,0
3,0.0083,127884.18,315508.61,71.09375,0
4,0.0083,56994.111,315508.61,64.40678,0
5,0.0083,105693.44,315508.61,95.575221,0
6,0.0083,129992.49,315508.61,70.992366,0
7,0.0083,77396.268,315508.61,51.764706,0
8,0.0083,149707.63,315508.61,89.617486,0
9,0.0083,127015.37,315508.61,90.27027,0
0,0.0083,125666.97,315508.61,50,0
1,0.0083,50526.348,315508.61,57.647059,0
2,0.0083,134636.8,315508.61,90.659341,0
3,0.0083,107556.24,315508.61,70.16129,0
4,0.0083,91866.837,315508.61,80.882353,0
5,0.0083,102134.67,315508.61,97.402597,0
6,0.0083,130422.04,315508.61,76.056338,0
7,0.0083,86862.032,315508.61,50.549451,0
8,0.0083,109478.56,315508.61,88.669951,0
9,0.0083,176770.38,315508.61,90.419162,0
0,0.0083,81457.66,315508.61,64.285714,0
1,0.0083,19049.069,315508.61,62.025316,0
2,0.0083,70537.605,315508.61,93.373494,0
3,0.0083,165706.43,315508.61,80,0
4,0.0083,63685.579,315508.61,79.310345,0
5,0.0083,94849.814,315508.61,96.788991,0
6,0.0083,61094.504,315508.61,78.030303,0
7,0.0083,136345.07,315508.61,55.844156,0
8,0.0083,113789.56,315508.61,96.067416,0
9,0.0083,144467.06,315508.61,94.409938,0
0,0.0083,91416.211,315508.61,45.882353,0
1,0.0083,73531.498,315508.61,36.144578,0
2,0.0083,92157.598,315508.61,84.574468,0
3,0.0083,93891.954,315508.61,66.40625,0
4,0.0083,92779.524,315508.61,74.100719,0
5,0.0083,131465.95,315508.61,92.307692,0
6,0.0083,106511.44,315508.61,67.114094,0
7,0.0083,102310.9,315508.61,50.485437,0
8,0.0083,166826.51,315508.61,90.502793,0
9,0.0083,135720.59,315508.61,83.854167,0
0,0.0083,69353.723,315508.61,48.863636,0
1,0.0083,35887.02,315508.61,56.043956,0
2,0.0083,107968.54,315508.61,87.434555,0
3,0.0083,127145.06,315508.61,76.258993,0
4,0.0083,45538.638,315508.61,77.099237,0
5,0.0083,127209.5,315508.61,94.736842,0
6,0.0083,129453.31,315508.61,73.228346,0
7,0.0083,80083.119,315508.61,52,0
8,0.0083,155240.16,315508.61,88.700565,0
9,0.0083,156492.09,315508.61,91.860465,0
0,0.0083,104113.11,315508.61,57.303371,0
1,0.0083,36100.649,315508.61,64.367816,0
2,0.0083,100661.37,315508.61,93.292683,0
3,0.0083,126840.2,315508.61,82.4,0
4,0.0083,73368.232,315508.61,81.818182,0
5,0.0083,95127.185,315508.61,98.654709,0
6,0.0083,137734.15,315508.61,79.032258,0
7,0.0083,87425.676,315508.61,53.164557,0
8,0.0083,151737.78,315508.61,88.819876,0
9,0.0083,161417.68,315508.61,94.767442,0
0,0.0083,66536.046,315508.61,41.836735,0
1,0.0083,42288.131,315508.61,46.226415,0
2,0.0083,124612.71,315508.61,86.387435,0
3,0.0083,83362.816,315508.61,79.746835,0
4,0.0083,62728.179,315508.61,67.407407,0
5,0.0083,171816.82,315508.61,92.640693,0
6,0.0083,109334.92,315508.61,71.653543,0
7,0.0083,81189.882,315508.61,43.820225,0
8,0.0083,136478.29,315508.61,86.363636,0
9,0.0083,169736.74,315508.61,89.5,0
0,0.0083,82703.088,315508.61,36.666667,0
1,0.0083,38494.271,315508.61,50.537634,0
2,0.0083,129758.3,315508.61,91.709845,0
3,0.0083,182897.58,315508.61,67.391304,0
4,0.0083,42091.41,315508.61,81.15942,0
5,0.0083,109925.77,315508.61,92.703863,0
6,0.0083,130349.72,315508.61,69.285714,0
7,0.0083,146491.15,315508.61,52.57732,0
8,0.0083,163795.98,315508.61,86.528497,0
9,0.0083,146889.67,315508.61,86.934673,0
0,0.0083,123059.87,315508.61,47.87234,0
1,0.0083,72139.714,315508.61,35.365854,0
2,0.0083,136279.33,315508.61,82.65896,0
3,0.0083,114805.47,315508.61,73.134328,0
4,0.0083,61637.972,315508.61,63.636364,0
5,0.0083,118388.01,315508.61,94.782609,0
6,0.0083,93408.324,315508.61,77.304965,0
7,0.0083,101545.53,315508.61,43.333333,0
8,0.0083,134460.24,315508.61,89.340102,0
9,0.0083,143683.47,315508.61,85.310734,0
0,0.0083,122593.98,315508.61,55.555556,0
1,0.0083,58833.11,315508.61,44.827586,0
2,0.0083,117794.83,315508.61,84.47205,0
3,0.0083,83661.563,315508.61,69.84127,0
4,0.0083,94922.892,315508.61,76.984127,0
5,0.0083,98623.904,315508.61,96.25,0
6,0.0083,128071.25,315508.61,75.694444,0
7,0.0083,116107.58,315508.61,54.878049,0
8,0.0083,127691.93,315508.61,88.770053,0
9,0.0083,163693.16,315508.61,93.373494,0
0,0.0083,67734.455,315508.61,54.216867,0
1,0.0083,39190.228,315508.61,51.724138,0
2,0.0083,97248.658,315508.61,94.857143,0
3,0.0083,122560.21,315508.61,77.692308,0
4,0.0083,38154.12,315508.61,81.060606,0
5,0.0083,158939.8,315508.61,97.183099,0
6,0.0083,114459.5,315508.61,78.125,0
7,0.0083,82617.716,315508.61,48.837209,0
8,0.0083,130614.73,315508.61,95.027624,0
9,0.0083,130227.47,315508.61,88.439306,0
0,0.0083,89098.481,315508.61,41.891892,0
1,0.0083,74570.771,315508.61,44.086022,0
2,0.0083,57919.473,315508.61,82.653061,0
3,0.0083,79802.859,315508.61,81.118881,0
4,0.0083,84906.902,315508.61,72.535211,0
5,0.0083,146493.96,315508.61,93.203883,0
6,0.0083,190821.01,315508.61,75.694444,0
7,0.0083,113239.35,315508.61,47.058824,0
8,0.0083,124986.47,315508.61,81.958763,0
9,0.0083,185490.47,315508.61,91.712707,0
0,0.0083,100741.88,315508.61,51.546392,0
1,0.0083,24116.988,315508.61,48.837209,0
2,0.0083,149917.31,315508.61,93.567251,0
3,0.0083,125440.23,315508.61,78.571429,0
4,0.0083,51005.412,315508.61,73.643411,0
5,0.0083,115247,315508.61,98.275862,0
6,0.0083,98080.657,315508.61,79.856115,0
7,0.0083,119673.86,315508.61,59.302326,0
8,0.0083,125136.94,315508.61,89.502762,0
9,0.0083,167240.8,315508.61,87.42515,0
0,0.0083,117561.11,315508.61,44.444444,0
1,0.0083,53830.897,315508.61,43.209877,0
2,0.0083,116433.98,315508.61,89.017341,0
3,0.0083,132916.72,315508.61,69.354839,0
4,0.0083,54805.556,315508.61,66.942149,0
5,0.0083,88933.05,315508.61,96.137339,0
6,0.0083,123186.79,315508.61,78.417266,0
7,0.0083,109927.71,315508.61,57.142857,0
8,0.0083,143314.1,315508.61,87.113402,0
9,0.0083,195059.01,315508.61,87.861272,0
0,0.0083,93618.935,315508.61,47.87234,0
1,0.0083,61897.146,315508.61,52.222222,0
2,0.0083,75417.212,315508.61,95.833333,0
3,0.0083,139420.89,315508.61,78.082192,0
4,0.0083,43219.896,315508.61,80.714286,0
5,0.0083,107572.74,315508.61,92.822967,0
6,0.0083,125807.73,315508.61,78.518519,0
7,0.0083,104353.76,315508.61,60.550459,0
8,0.0083,201569.01,315508.61,90.751445,0
9,0.0083,194937.09,315508.61,88.505747,0
0,0.0083,88351.307,315508.61,48.809524,0
1,0.0083,57210.469,315508.61,43.75,0
2,0.0083,110539.36,315508.61,89.189189,0
3,0.0083,86901.775,315508.61,75.714286,0
4,0.0083,109299.84,315508.61,80.689655,0
5,0.0083,111291.11,315508.61,92.201835,0
6,0.0083,91110.618,315508.61,83.098592,0
7,0.0083,101774.19,315508.61,54.83871,0
8,0.0083,128187.89,315508.61,91.351351,0
9,0.0083,168342.89,315508.61,89.385475,0
0,0.0083,130581.6,315508.61,43.209877,0
1,0.0083,52402.48,315508.61,47.777778,0
2,0.0083,86061.745,315508.61,89.673913,0
3,0.0083,74988.689,315508.61,71.034483,0
4,0.0083,77520.436,315508.61,76.642336,0
5,0.0083,116641.58,315508.61,93.518519,0
6,0.0083,112837.42,315508.61,71.942446,0
7,0.0083,115942.31,315508.61,56.25,0
8,0.0083,130060.3,315508.61,88.700565,0
9,0.0083,154458.84,315508.61,89.130435,0
0,0.0083,125938.89,315508.61,58.823529,0
1,0.0083,68352.881,315508.61,61.764706,0
2,0.0083,116457.74,315508.61,84.831461,0
3,0.0083,135681.97,315508.61,82.119205,0
4,0.0083,125803.58,315508.61,75.182482,0
5,0.0083,106037.6,315508.61,96.414343,0
6,0.0083,124145.47,315508.61,65.6,0
7,0.0083,81624.866,315508.61,46.153846,0
8,0.0083,148020.75,315508.61,80.232558,0
9,0.0083,135632.74,315508.61,88.557214,0
0,0.0083,57303.413,315508.61,42.857143,0
1,0.0083,74125.729,315508.61,62.195122,0
2,0.0083,77003.735,315508.61,92.814371,0
3,0.0083,100671.11,315508.61,78.625954,0
4,0.0083,67659.858,315508.61,82.442748,0
5,0.0083,142701.51,315508.61,96.27907,0
6,0.0083,109011.74,315508.61,80.41958,0
7,0.0083,109846.37,315508.61,50,0
8,0.0083,171783.77,315508.61,89.189189,0
9,0.0083,153676.59,315508.61,89.772727,0
0,0.0083,149797.31,315508.61,51.086957,0
1,0.0083,76855.892,315508.61,37.647059,0
2,0.0083,137543.96,315508.61,89.795918,0
3,0.0083,140082.44,315508.61,69.127517,0
4,0.0083,90908.645,315508.61,69.62963,0
5,0.0083,89353.484,315508.61,94,0
